EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 16-11-2022
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
 3530,136875,JUNSELE A                               ,SE,+63:41:06,+016:57:11, 214, TG6,20080101,20221031,   56,Marcus Flarup                                     
 3530,902243,JUNSELE A                               ,SE,+63:40:59,+016:57:00, 221, TG5,20090609,20221031,    -,Synoptical message from GTS
 3531,136785,SKAGSUDDE                               ,SE,+63:11:24,+019:01:12,  11, TG6,19640201,19951031,   56,Marcus Flarup                                     
 3531,136788,SKAGSUDDE A                             ,SE,+63:11:18,+019:01:13,  11, TG6,19951101,20221031,   56,Marcus Flarup                                     
 3531,902269,SKAGSUDDE                               ,SE,+63:10:59,+019:01:00,  11, TG5,19960928,20221031,    -,Synoptical message from GTS
 3532,136896,HOLMON A                                ,SE,+63:48:29,+020:52:09,   6, TG6,20050501,20221031,   56,Marcus Flarup                                     
 3532,902287,HOLMON                                  ,SE,+63:48:00,+020:52:00,   8, TG5,20061124,20221031,    -,Synoptical message from GTS
 3533,136989,GADDEDE                                 ,SE,+64:30:12,+014:09:34, 328, TG6,19051116,20080821,   56,Marcus Flarup                                     
 3533,902222,GADDEDE                                 ,SE,+64:30:00,+014:10:00, 330, TG5,19820113,20080218,    -,Synoptical message from GTS
 3534,136995,GADDEDE A                               ,SE,+64:30:20,+014:13:26, 550, TG6,20080101,20221031,   56,Marcus Flarup                                     
 3535,136983,BJUROKLUBB                              ,SE,+64:28:48,+021:34:48,  36, TG6,18791126,19971220,   56,Marcus Flarup                                     
 3535,136986,BJUROKLUBB A                            ,SE,+64:28:51,+021:34:45,  40, TG6,19951216,20221031,   56,Marcus Flarup                                     
 3536,137196,HEMAVAN                                 ,SE,+65:47:48,+015:06:15, 475, TG6,19650601,20080708,   56,Marcus Flarup                                     
 3536,137202,HEMAVAN FLYGPLATS                       ,SE,+65:48:28,+015:05:07, 458, TG6,20080101,20221031,   56,Marcus Flarup                                     
 3536,902104,HEMAVAN                                 ,SE,+65:49:00,+015:04:59, 485, TG5,19820113,20080218,    -,Synoptical message from GTS
 3537,137181,TARNABY                                 ,SE,+65:43:12,+015:15:00, 450, TG6,18930427,19721231,   56,Marcus Flarup                                     
 3537,137196,HEMAVAN                                 ,SE,+65:47:48,+015:06:15, 475, TG6,19650601,20080708,   56,Marcus Flarup                                     
 3537,137202,HEMAVAN FLYGPLATS                       ,SE,+65:48:28,+015:05:07, 458, TG6,20080101,20221031,   56,Marcus Flarup                                     
 3538,137292,JOKKMOKK FLYGPLATS MO                   ,SE,+66:29:56,+020:07:51, 275, TG6,20000301,20221031,   56,Marcus Flarup                                     
 3538,902151,JOKKMOKK FPL                            ,SE,+66:28:59,+020:10:00, 275, TG5,20010130,20221031,    -,Synoptical message from GTS
 3539,137373,PAJALA A                                ,SE,+67:12:18,+023:23:43, 171, TG6,20080101,20221031,   56,Marcus Flarup                                     
 3539,137376,PAJALA                                  ,SE,+67:12:35,+023:23:34, 168, TG6,19510102,20080703,   56,Marcus Flarup                                     
 3539,902095,PAJALA A                                ,SE,+67:12:00,+023:22:59, 166, TG5,20090609,20221031,    -,Synoptical message from GTS
 3540,137460,KATTERJAKK_A                            ,SE,+68:25:12,+018:10:12, 516, TG6,20081101,20221031,   56,Marcus Flarup                                     
 3540,137463,KATTERJAKK                              ,SE,+68:25:18,+018:10:10, 515, TG6,19690901,20190331,   56,Marcus Flarup                                     
 3540,137466,RIKSGRANSEN                             ,SE,+68:25:48,+018:07:48, 508, TG6,19040801,19720831,   56,Marcus Flarup                                     
 3540,137469,VASSIJAURE                              ,SE,+68:25:48,+018:16:48, 537, TG6,19231101,19930331,   56,Marcus Flarup                                     
 3542,116339,KOSICE                                  ,SK,+48:40:00,+021:13:00, 230, TG3,19510103,20201231,   29,Oliver Bochnicek                                  
 3542,911968,KOSICE                                  ,SK,+48:40:00,+021:13:00, 231, TG5,19820113,20221031,    -,Synoptical message from GTS
 3544,116359,ORAVSKA LESNA                           ,SK,+49:22:00,+019:10:00, 780, TG3,19510103,20201231,   29,Oliver Bochnicek                                  
 3546,116140,NEWPORT FURNACE                         ,IE,+53:55:18,-009:34:18,  23, TG5,20060101,20221021,   17,Conor Daly                                        
 3547,107557,WARRENSTOWN                             ,IE,+53:31:26,-006:36:39,  90, TG5,19610101,20151031,   17,Conor Daly                                        
 3547,116141,DUNSANY GRANGE                          ,IE,+53:30:00,-006:42:00,  84, TG5,20070821,20221021,   17,Conor Daly                                        
 3548,100448,BIRR                                    ,IE,+53:05:25,-007:52:35,  70, TG5,19541001,20091101,   17,Conor Daly                                        
 3548,116142,GURTEEN                                 ,IE,+53:01:48,-008:00:36,  76, TG5,20080210,20221021,   17,Conor Daly                                        
 3548,903965,BIRR                                    ,IE,+53:04:59,-007:52:59,  70, TG5,19820114,20090930,    -,Synoptical message from GTS
 3548,903966,GURTEEN                                 ,IE,+53:01:00,-008:00:00,  76, TG5,20100420,20201101,    -,Synoptical message from GTS
 3549,116143,MT DILLON                               ,IE,+54:43:36,-009:54:03,  40, TG5,20061211,20221021,   17,Conor Daly                                        
 3550,116144,MACE HEAD                               ,IE,+53:19:33,-009:54:03,  23, TG5,20070103,20221021,   17,Conor Daly                                        
 3550,903963,MACE HEAD                               ,IE,+53:19:00,-009:54:00,  23, TG5,20100420,20201101,    -,Synoptical message from GTS
 3551,116145,OAK PARK                                ,IE,+52:51:39,-006:54:54,  63, TG5,20070102,20221021,   17,Conor Daly                                        
 3551,903961,OAK PARK, CARLOW                        ,IE,+52:51:00,-006:54:00,  63, TG5,20090609,20201101,    -,Synoptical message from GTS
 3552,116146,MOOREPARK                               ,IE,+52:09:50,-008:15:50,  47, TG5,20070821,20221021,   17,Conor Daly                                        
 3553,107568,BALLYHAISE (AGR.COLL.)                  ,IE,+54:03:03,-007:18:36,  67, TG5,19930102,20071130,   17,Conor Daly                                        
 3553,116147,BALLYHAISE                              ,IE,+54:03:03,-007:18:36,  79, TG5,20070102,20221021,   17,Conor Daly                                        
 3553,903979,BALLYHAISE, CAVAN                       ,IE,+54:03:00,-007:18:00,  79, TG5,20090609,20221031,    -,Synoptical message from GTS
 3554,116148,SHERKIN ISLAND                          ,IE,+51:28:33,-009:25:41,  21, TG5,20070821,20221021,   17,Conor Daly                                        
 3554,903951,SHERKIN ISLAND                          ,IE,+51:28:00,-009:25:00,  21, TG5,20100420,20201101,    -,Synoptical message from GTS
 3555,116149,MULLINGAR                               ,IE,+53:32:12,-007:21:42, 101, TG5,20061024,20221021,   17,Conor Daly                                        
 3555,903971,MULLINGAR                               ,IE,+53:31:59,-007:22:00, 100, TG5,19820113,20201101,    -,Synoptical message from GTS
 3567,117111,NIZHNEUDINSK                            ,RU,+54:52:59,+099:01:59, 410, TG1,19400101,20190228,   15,Vyacheslav Razuvaev                               
 3795,149828,YANAUL                                  ,RU,+56:16:00,+054:54:00,  98, TG1,19360101,20190630,   15,Vyacheslav Razuvaev                               
 3795,928419,JANAUL                                  ,RU,+56:16:00,+054:54:00, 102, TG5,19820713,20050628,    -,Synoptical message from GTS
 3799,149908,DUVAN                                   ,RU,+55:42:00,+057:54:00, 337, TG1,19360401,20190630,   15,Vyacheslav Razuvaev                               
 3804,149983,ZLATOUST                                ,RU,+55:10:00,+059:40:00, 532, TG1,19360101,20190630,   15,Vyacheslav Razuvaev                               
 3809,150058,AKSAKOVO                                ,RU,+54:01:59,+054:10:59, 348, TG1,19360101,20190630,   15,Vyacheslav Razuvaev                               
 3813,150128,VERXNEURAL'SK                           ,RU,+53:52:59,+059:12:00, 401, TG1,19360101,20190630,   15,Vyacheslav Razuvaev                               
 3827,152168,ADAMOVKA                                ,RU,+51:31:00,+059:57:00, 285, TG1,19360110,19880331,   15,Vyacheslav Razuvaev                               
 3829,152328,TYULENIJ OSTROV                         ,RU,+44:28:00,+047:28:59, -24, TG1,19590701,20190630,   15,Vyacheslav Razuvaev                               
 3833,152418,BUJNAKSK                                ,RU,+42:49:00,+047:07:00, 472, TG1,19360101,20190630,   15,Vyacheslav Razuvaev                               
 3834,152423,MAKHACH-KALA                            ,RU,+43:01:12,+047:25:48,  34, TG1,18820101,20190630,   15,Vyacheslav Razuvaev                               
 3838,119949,ROTA                                    ,ES,+36:38:20,-006:19:54,  21, TG5,19880901,20221031,   31,Roser Botey Fullat                                
 3839,120273,MADRID/BARAJAS                          ,ES,+40:28:00,-003:33:20, 609, TG5,19450101,20221031,   31,Roser Botey Fullat                                
 3839,120300,MADRID/TORREJON                         ,ES,+40:28:59,-003:27:01, 611, TG5,19610101,20221031,   31,Roser Botey Fullat                                
 3903,119715,A CORUNA/ALVEDRO                        ,ES,+43:18:24,-008:22:19,  98, TG5,19711201,20221031,   31,Roser Botey Fullat                                
 3903,908002,LA CORUNA/ALVEDRO                       ,ES,+43:18:00,-008:22:59, 103, TG5,20160928,20201101,    -,Synoptical message from GTS
 3904,119733,VITORIA AERODROMO                       ,ES,+42:51:02,-002:39:16, 521, TG5,19450201,19800229,   31,Roser Botey Fullat                                
 3904,119742,VITORIA/FORONDA                         ,ES,+42:52:18,-002:43:59, 513, TG5,19760101,20221031,   31,Roser Botey Fullat                                
 3905,119733,VITORIA AERODROMO                       ,ES,+42:51:02,-002:39:16, 521, TG5,19450201,19800229,   31,Roser Botey Fullat                                
 3905,119742,VITORIA/FORONDA                         ,ES,+42:52:18,-002:43:59, 513, TG5,19760101,20221031,   31,Roser Botey Fullat                                
 3906,119751,ALBACETE OBS.                           ,ES,+39:00:24,-001:51:38, 674, TG5,19830101,20221031,   31,Roser Botey Fullat                                
 3907,119769,ALMERIA                                 ,ES,+36:49:59,-002:27:16,   7, TG5,19510101,19800428,   31,Roser Botey Fullat                                
 3907,119778,ALMERIA/AEROPUERTO                      ,ES,+36:50:47,-002:21:24,  21, TG5,19680101,20221031,   31,Roser Botey Fullat                                
 3907,908487,ALMERIA/AEROPUERTO                      ,ES,+36:51:00,-002:22:59,  21, TG5,19820130,20201101,    -,Synoptical message from GTS
 3908,119769,ALMERIA                                 ,ES,+36:49:59,-002:27:16,   7, TG5,19510101,19800428,   31,Roser Botey Fullat                                
 3908,119778,ALMERIA/AEROPUERTO                      ,ES,+36:50:47,-002:21:24,  21, TG5,19680101,20221031,   31,Roser Botey Fullat                                
 3908,908487,ALMERIA/AEROPUERTO                      ,ES,+36:51:00,-002:22:59,  21, TG5,19820130,20201101,    -,Synoptical message from GTS
 3909,119787,ASTURIAS/AVILES                         ,ES,+43:34:00,-006:02:39, 127, TG5,19680801,20221031,   31,Roser Botey Fullat                                
 3909,908011,ASTURIAS/AVILES                         ,ES,+43:34:00,-006:01:59, 130, TG5,19820303,20201101,    -,Synoptical message from GTS
 3910,119796,GIJON                                   ,ES,+43:32:17,-005:38:30,   3, TG5,19760601,20010305,   31,Roser Botey Fullat                                
 3910,119805,GIJON LA MERCED                         ,ES,+43:32:17,-005:38:30,  22, TG5,19381001,19760531,   31,Roser Botey Fullat                                
 3910,119814,GIJON MUSEL                             ,ES,+43:33:38,-005:41:54,   5, TG5,20010306,20221031,   31,Roser Botey Fullat                                
 3911,119796,GIJON                                   ,ES,+43:32:17,-005:38:30,   3, TG5,19760601,20010305,   31,Roser Botey Fullat                                
 3911,119805,GIJON LA MERCED                         ,ES,+43:32:17,-005:38:30,  22, TG5,19381001,19760531,   31,Roser Botey Fullat                                
 3911,119814,GIJON MUSEL                             ,ES,+43:33:38,-005:41:54,   5, TG5,20010306,20221031,   31,Roser Botey Fullat                                
 3912,119796,GIJON                                   ,ES,+43:32:17,-005:38:30,   3, TG5,19760601,20010305,   31,Roser Botey Fullat                                
 3912,119805,GIJON LA MERCED                         ,ES,+43:32:17,-005:38:30,  22, TG5,19381001,19760531,   31,Roser Botey Fullat                                
 3912,119814,GIJON MUSEL                             ,ES,+43:33:38,-005:41:54,   5, TG5,20010306,20221031,   31,Roser Botey Fullat                                
 3913,119823,OVIEDO                                  ,ES,+43:21:15,-005:52:22, 336, TG5,19721201,20221031,   31,Roser Botey Fullat                                
 3914,119832,AVILA                                   ,ES,+40:39:33,-004:40:48,1130, TG5,19830101,20221031,   31,Roser Botey Fullat                                
 3914,119841,AVILA-AYUNTAMIENTO                      ,ES,+40:39:20,-004:41:57,1143, TG5,19560701,19830131,   31,Roser Botey Fullat                                
